,client_id,data_de_desembolso,data_cadastro,tpv_prometido,mcc,segmento,cidade,bairro,canal_de_vendas,subcanal_de_vendas,uf,regiao
2151,6d781e6,07/10/2019,21/11/2018,50000.0,4,4,289,1,1,1,8,3
2446,6d799ca,31/10/2019,30/08/2018,30000.0,51,17,60,2893,1,3,5,1
648,6d850cb,05/09/2019,12/04/2018,48000.0,4,4,2,437,1,1,2,1
139,6d88dbd,25/09/2019,10/07/2018,30000.0,13,13,78,145,1,1,8,3
1226,6d89fa3,30/10/2019,26/02/2019,30000.0,52,1,250,0,1,1,2,1
2155,6d8d8fb,07/10/2019,27/03/2018,30000.0,9,11,20,324,1,1,14,3
2397,6d91833,30/10/2019,07/04/2017,,2,2,154,0,1,1,4,2
3379,6d9221c,07/10/2019,03/11/2018,,12,1,116,1332,1,2,5,1
1407,6d92c7f,16/09/2019,11/04/2018,50000.0,5,9,147,0,1,1,2,1
435,6d9396e,30/10/2019,26/04/2018,19000.0,32,5,1,748,1,1,1,1
3597,6da9b91,20/09/2019,02/08/2018,30000.0,37,6,352,0,1,1,18,3
769,6dadc02,28/10/2019,21/02/2019,15000.0,1,3,287,11,1,1,10,4
481,6db3d7c,07/10/2019,05/05/2018,18000.0,12,1,44,311,1,1,18,3
906,6db4754,28/10/2019,11/02/2019,10000.0,4,4,333,186,1,4,3,2
3925,6dc0afa,24/10/2019,12/12/2018,,10,12,20,0,1,1,14,3
1257,6dc2648,18/09/2019,18/01/2017,120000.0,24,16,10,87,1,1,11,3
4119,6dc88d7,03/09/2019,13/06/2018,500000.0,12,1,8,1943,1,1,10,4
2210,6dced98,30/10/2019,01/03/2018,4000.0,3,1,80,1573,1,1,1,1
680,6dda030,07/10/2019,11/07/2017,,1,3,18,69,1,1,3,2
2156,6de085f,09/10/2019,26/04/2018,,13,13,9,55,1,1,6,2
4076,6de890b,16/10/2019,07/12/2018,9000.0,1,3,398,0,1,1,1,1
3962,6dee955,03/09/2019,12/07/2018,20000.0,36,22,204,0,1,1,4,2
253,6dfb7b3,11/09/2019,17/05/2018,130000.0,15,5,322,0,1,1,1,1
520,6e0064b,29/10/2019,08/03/2019,10500.0,51,17,37,2465,1,1,2,1
1819,6e0241a,10/10/2019,15/08/2018,85000.0,2,2,33,139,1,1,1,1
144,6e05d8b,07/10/2019,17/01/2019,20000.0,56,6,1,3,1,1,1,1
4074,6e0ea82,28/10/2019,25/06/2018,8000.0,3,1,21,1,1,1,5,1
1315,6e22e53,21/10/2019,29/01/2019,40000.0,15,5,96,1,1,1,1,1
2122,6e2575d,20/09/2019,26/10/2017,35000.0,105,6,14,1280,1,1,3,2
3846,6e2af1e,21/10/2019,29/01/2019,37500.0,2,2,184,2969,1,1,1,1
1846,6e36437,28/10/2019,01/02/2018,200000.0,3,1,4,2,1,1,7,4
1009,6e3a2eb,08/10/2019,18/04/2018,35000.0,14,2,83,1925,1,1,10,4
2921,6e3ca87,16/09/2019,12/05/2018,3000.0,11,8,625,0,1,3,3,2
1695,6e41f9d,06/09/2019,24/10/2018,30000.0,5,9,206,1,1,1,10,4
1565,6e47d0f,28/10/2019,21/03/2018,,7,7,262,438,1,1,1,1
2651,6e4b8fd,23/10/2019,25/02/2019,20000.0,11,8,46,1097,1,1,1,1
76,6e4f4ca,25/09/2019,09/11/2017,50000.0,2,2,8,300,1,1,10,4
1646,6e5df44,08/10/2019,30/10/2017,45000.0,7,7,285,155,1,1,1,1
2846,6e603d4,16/10/2019,31/01/2017,,2,2,8,407,1,1,10,4
4130,6e63d34,08/10/2019,17/10/2018,80000.0,14,2,303,0,1,1,1,1
3392,6e6c964,21/10/2019,12/02/2019,20000.0,2,2,1,56,1,1,1,1
3081,6e705a1,02/10/2019,22/02/2019,70000.0,3,1,1,3,1,1,1,1
858,6e7386c,28/10/2019,22/03/2019,40000.0,2,2,238,2795,1,1,25,5
506,6e876ef,23/09/2019,23/05/2018,30000.0,48,4,4,4,1,1,7,4
2445,6e8c78c,21/10/2019,15/06/2018,12000.0,11,8,2,727,1,1,2,1
1618,6e8d611,18/09/2019,30/05/2018,19000.0,4,4,46,222,1,1,1,1
2760,6e8f5f1,25/10/2019,27/02/2019,12500.0,8,10,21,2559,1,1,5,1
3443,6e9d3e4,25/10/2019,10/02/2017,,4,4,61,734,1,1,1,1
1096,6e9d424,16/10/2019,18/12/2018,35000.0,4,4,48,1,1,1,2,1
134,6e9da99,29/10/2019,18/01/2018,35000.0,3,1,42,2158,1,1,15,3
2603,6ea4ab0,31/10/2019,03/12/2018,55000.0,2,2,251,51,1,2,5,1
185,6ea598a,21/10/2019,06/10/2016,,2,2,11,233,1,1,4,2
835,6ea716a,20/09/2019,20/07/2018,70000.0,5,9,54,1560,1,1,2,1
1899,6ec43b9,30/10/2019,20/09/2016,,3,1,633,0,1,3,10,4
3832,6ec4ef9,16/10/2019,10/11/2017,40000.0,82,5,10,571,1,1,11,3
3306,6ed3cbe,21/10/2019,09/11/2018,25000.0,7,7,10,150,1,1,11,3
2334,6ed4ebc,07/10/2019,07/08/2018,25000.0,72,5,6,21,1,1,8,3
664,6eea9be,20/09/2019,23/11/2017,,72,5,43,2205,1,1,2,1
1775,6eeb39e,08/10/2019,15/10/2018,15000.0,42,1,280,1,1,1,3,2
3771,6ef406e,05/09/2019,23/01/2018,,14,2,12,1435,1,1,1,1
1365,6ef9d60,03/09/2019,28/06/2018,21000.0,4,4,258,1,1,1,10,4
657,6efb634,21/10/2019,04/02/2019,20000.0,2,2,4,2,1,1,7,4
2596,6f03b16,28/10/2019,01/02/2019,80000.0,2,2,38,3096,1,1,1,1
142,6f04da7,21/10/2019,24/10/2018,,1,3,2,14,1,1,2,1
2002,6f1702d,28/10/2019,29/03/2019,16000.0,4,4,323,0,1,1,4,2
128,6f1a06a,25/09/2019,14/11/2018,12000.0,10,12,6,208,1,1,8,3
3186,6f1cacc,31/10/2019,03/04/2019,80000.0,5,9,42,189,1,1,15,3
4180,6f1e833,25/10/2019,28/03/2019,40000.0,4,4,240,0,1,1,6,2
814,6f25302,16/10/2019,06/03/2019,16000.0,57,12,219,0,1,1,1,1
92,6f29adc,20/09/2019,23/05/2017,37000.0,22,15,10,991,1,1,11,3
3711,6f30cc4,20/09/2019,22/11/2017,30000.0,3,1,1,88,1,1,1,1
1814,6f44bad,25/09/2019,17/10/2017,20000.0,1,3,1,179,1,1,1,1
4051,6f4ef87,07/10/2019,19/11/2018,32000.0,4,4,64,2731,1,1,4,2
471,6f5bb50,30/10/2019,30/10/2018,5000.0,4,4,268,1,1,1,2,1
273,6f5c444,28/10/2019,04/10/2018,15000.0,3,1,16,2519,1,1,4,2
2991,6f73cfc,02/10/2019,06/02/2019,15000.0,6,1,47,2625,1,1,3,2
1852,6f74439,11/09/2019,26/12/2017,140000.0,2,2,32,125,1,1,16,3
1130,6f7c428,25/09/2019,03/05/2018,,6,1,53,1489,1,1,1,1
1458,6f933e0,07/10/2019,07/02/2019,40000.0,2,2,18,13,1,1,3,2
2104,6f96d22,02/09/2019,20/03/2018,15000.0,3,1,75,3229,1,1,1,1
2300,6fa9082,28/10/2019,20/02/2019,15000.0,3,1,2,375,1,1,2,1
1780,6faec8b,28/10/2019,28/07/2017,20000.0,8,10,38,2118,1,1,1,1
4166,6fb8e53,20/09/2019,13/04/2018,2000.0,24,16,76,1,1,1,3,2
2834,6fbe283,21/10/2019,22/02/2018,30000.0,64,6,6,395,1,1,8,3
1546,6fc0452,25/09/2019,09/01/2018,30000.0,7,7,294,0,1,3,5,1
2480,6fc6d88,11/09/2019,19/05/2017,20000.0,2,2,87,531,1,1,1,1
1075,6fc9af6,16/10/2019,22/01/2019,146700.0,14,2,5,528,1,2,5,1
1186,6fd6805,28/10/2019,22/06/2018,,4,4,111,1820,1,1,12,1
490,6fd899a,16/10/2019,27/03/2019,24000.0,31,4,10,786,1,1,11,3
542,6fd9ab6,31/10/2019,21/01/2019,20000.0,28,8,1,1137,1,1,1,1
3625,6fdfa1c,28/10/2019,13/03/2018,10000.0,68,6,30,1029,1,1,2,1
3890,6fe5011,01/10/2019,08/11/2018,15000.0,1,3,463,0,1,1,1,1
2794,6fe6120,25/09/2019,23/10/2018,50000.0,3,1,100,1,1,1,1,1
1382,6ffa435,24/10/2019,30/11/2018,50001.0,15,5,131,1533,1,1,1,1
3993,700758f,26/09/2019,11/05/2018,15000.0,5,9,73,357,1,1,2,1
1617,7009550,17/10/2019,16/07/2018,,83,26,49,1,1,1,19,4
3777,7014cae,07/10/2019,29/01/2019,15000.0,1,3,9,433,1,1,6,2
2628,70195fb,07/10/2019,11/05/2018,50001.0,4,4,4,2,1,1,7,4
2392,702381a,25/09/2019,26/01/2018,10000.0,23,25,37,686,1,1,2,1
2812,7024390,12/09/2019,08/11/2018,35000.0,1,3,87,284,1,1,1,1
1381,7024574,25/09/2019,01/11/2017,60000.0,14,2,312,0,1,1,4,2
3878,70339fc,08/10/2019,04/06/2016,,70,22,17,210,1,1,2,1
4009,703e811,28/10/2019,18/04/2019,3000.0,18,21,14,340,1,1,3,2
1528,705255c,25/09/2019,12/12/2018,10000.0,4,4,3,1058,1,1,3,2
1902,70621fd,09/10/2019,11/11/2017,12000.0,4,4,10,1,1,1,11,3
1040,7063ac6,21/10/2019,09/03/2018,10000.0,7,7,326,0,1,3,5,1
3233,7063f1d,21/10/2019,26/12/2018,,2,2,25,1990,1,1,1,1
3739,706ca03,16/10/2019,30/04/2018,21000.0,2,2,85,7,1,1,1,1
47,70719c6,25/09/2019,12/09/2018,50000.0,12,1,142,0,1,1,1,1
1220,7071f3b,30/10/2019,21/11/2018,,2,2,143,135,1,1,1,1
1092,707851f,07/10/2019,05/10/2017,,23,25,2,5,1,1,2,1
24,708945e,26/09/2019,27/10/2017,,7,7,675,0,1,1,1,1
3415,70a3c7a,24/10/2019,16/01/2018,2000.0,1,3,25,287,1,1,1,1
1645,70a600e,17/10/2019,20/11/2018,8000.0,4,4,137,1,1,1,9,3
513,70b9909,16/10/2019,16/02/2018,,3,1,22,315,1,2,1,1
3518,70c794c,07/10/2019,08/05/2018,,4,4,16,152,1,1,4,2
512,70c9feb,01/10/2019,29/01/2019,8000.0,4,4,361,0,1,1,2,1
3779,70dbc10,23/10/2019,23/11/2018,30000.0,21,24,1,533,1,1,1,1
3127,70dcfd9,08/10/2019,15/01/2019,35000.0,2,2,190,11,1,1,10,4
599,70e9631,20/09/2019,31/01/2018,,3,1,80,1,1,1,1,1
1589,70f8ac7,28/10/2019,17/03/2019,1000.0,5,9,6,2739,1,1,8,3
2514,7100e9d,07/10/2019,06/10/2018,10000.0,73,7,344,0,1,1,9,3
2854,710a74d,13/09/2019,26/09/2017,10000.0,12,1,311,52,1,1,2,1
1151,711aa53,31/10/2019,01/03/2019,15100.0,1,3,5,528,1,2,5,1
1425,711ae1b,28/10/2019,16/04/2019,100000.0,71,5,31,0,1,1,2,1
894,712141a,31/10/2019,12/02/2019,7000.0,5,9,36,3005,1,1,3,2
1670,7123cc4,02/09/2019,17/11/2018,70000.0,2,2,217,0,1,1,8,3
1571,7127601,21/10/2019,12/03/2019,15000.0,39,17,8,11,1,1,10,4
98,7134c1e,25/09/2019,25/04/2017,,53,7,211,1468,1,1,1,1
2884,713a806,02/10/2019,28/11/2018,30500.0,6,1,196,0,1,4,9,3
2423,7142718,25/10/2019,19/03/2019,18000.0,1,3,480,0,1,4,1,1
2040,71455ea,26/09/2019,31/01/2019,10000.0,37,6,27,1,1,3,1,1
25,714860d,07/10/2019,17/10/2018,60000.0,6,1,2,32,1,1,2,1
3103,714ec7f,28/10/2019,26/03/2018,7000.0,61,5,32,125,1,1,16,3
573,7154069,16/10/2019,01/12/2018,120000.0,14,2,1,75,1,1,1,1
2853,716afc2,08/10/2019,08/12/2017,30000.0,5,9,331,0,1,1,4,2
453,71838f0,21/10/2019,24/04/2018,8000.0,28,8,38,2093,1,1,1,1
1343,718cc81,16/10/2019,28/01/2019,15000.0,11,8,67,2735,1,1,2,1
666,7194c94,10/10/2019,26/02/2019,15000.0,16,14,148,1758,1,1,3,2
2055,719ff99,28/10/2019,26/09/2018,10000.0,23,25,16,85,1,1,4,2
675,71a192e,16/09/2019,15/05/2017,,24,16,5,944,1,2,5,1
724,71ab293,21/10/2019,14/02/2019,10000.0,10,12,1,2873,1,1,1,1
626,71ad878,28/10/2019,04/06/2018,,1,3,82,1,1,2,1,1
3709,71b533b,16/10/2019,14/03/2018,30000.0,75,15,88,1,1,1,1,1
3375,71ba7e8,24/10/2019,26/01/2019,21000.0,28,8,46,1,1,1,1,1
2407,71bf5b4,20/09/2019,30/08/2018,55000.0,24,16,2,1,1,1,2,1
2739,71ce964,25/09/2019,27/04/2018,170000.0,21,24,1,1,1,1,1,1
2590,71d209f,31/10/2019,27/02/2019,25000.0,1,3,189,562,1,1,2,1
775,72024ba,02/10/2019,14/11/2017,,20,23,259,0,1,3,5,1
2275,720395b,07/10/2019,09/01/2019,40000.0,22,15,1,1172,1,1,1,1
1772,7211f73,07/10/2019,12/05/2018,25000.0,4,4,142,1677,1,1,1,1
260,7219392,07/10/2019,09/06/2018,40000.0,47,6,2,90,1,1,2,1
3795,721f4cb,23/09/2019,13/12/2018,15000.0,16,14,1,113,1,1,1,1
2610,72238a1,17/10/2019,31/07/2018,30000.0,46,16,191,1,1,1,16,3
594,7225714,13/09/2019,21/06/2017,,23,25,11,1405,1,1,4,2
1001,72318bc,31/10/2019,21/03/2019,15000.0,20,23,62,791,1,1,1,1
1637,7238399,21/10/2019,09/10/2018,10000.0,3,1,105,2759,1,1,2,1
239,724f64d,21/10/2019,12/02/2019,25000.0,6,1,303,0,1,1,1,1
718,7256c9e,08/10/2019,30/06/2017,,4,4,62,1,1,1,1,1
2757,72582a1,04/09/2019,29/05/2017,,62,6,4,2,1,1,7,4
2501,725832e,18/09/2019,22/11/2018,10000.0,1,3,3,35,1,1,3,2
254,72586f5,18/09/2019,08/03/2018,25000.0,4,4,135,1,1,1,3,2
3212,725c2a8,25/09/2019,01/03/2018,20000.0,10,12,17,445,1,1,2,1
2823,725edb7,01/10/2019,26/01/2018,35000.0,1,3,4,126,1,1,7,4
2540,726957e,28/10/2019,04/10/2018,51000.0,4,4,1,56,1,1,1,1
114,726a074,07/10/2019,20/06/2018,3000.0,72,5,3,573,1,1,3,2
836,726e42d,16/10/2019,01/03/2019,16000.0,3,1,22,1568,1,3,1,1
55,727750e,25/09/2019,19/09/2017,38000.0,9,11,2,758,1,1,2,1
3313,727cb1c,19/09/2019,07/11/2018,20000.0,6,1,325,0,1,1,15,3
1796,727d5a5,10/09/2019,12/04/2018,8000.0,1,3,214,0,1,3,3,2
3209,7281fc5,25/10/2019,08/03/2019,30000.0,2,2,3,277,1,1,3,2
2087,7286dbe,01/10/2019,16/04/2018,30000.0,3,1,129,1,1,1,15,3
4146,729ab47,07/10/2019,31/01/2019,32000.0,27,19,74,1,1,1,2,1
568,72a071a,25/09/2019,27/07/2018,30000.0,44,19,210,336,1,1,3,2
2297,72a56cd,11/10/2019,18/12/2018,30000.0,5,9,75,704,1,1,1,1
2435,72a8ea6,31/10/2019,01/11/2018,,4,4,254,1,1,1,12,1
1911,72a985c,31/10/2019,12/04/2019,20000.0,94,6,7,53,1,1,9,3
3926,72aa52a,25/09/2019,20/07/2018,60000.0,7,7,24,534,1,1,1,1
683,72ac5a5,07/10/2019,28/01/2016,,141,5,112,2663,1,3,2,1
2425,72b6fb5,07/10/2019,29/10/2018,35000.0,4,4,176,1,1,1,6,2
15,72bc4b8,21/10/2019,11/05/2017,,9,11,1,16,1,1,1,1
1623,72c2a00,31/10/2019,28/06/2018,,19,17,99,397,1,1,1,1
790,72c3c43,28/10/2019,26/01/2018,15000.0,3,1,2,403,1,1,2,1
2574,72c7000,07/10/2019,12/01/2018,27000.0,55,5,14,298,1,1,3,2
3843,72cd46b,24/10/2019,12/01/2018,,20,23,138,1,1,1,18,3
1976,72df649,13/09/2019,22/08/2018,60000.0,12,1,160,3137,1,1,1,1
420,72f3b28,25/09/2019,11/01/2018,70000.0,1,3,4,19,1,1,7,4
2263,7306f59,02/10/2019,24/01/2019,62000.0,2,2,3,77,1,1,3,2
2461,730ff8d,18/09/2019,08/06/2018,110000.0,6,1,4,104,1,1,7,4
3717,7317d8f,21/10/2019,14/02/2019,12000.0,26,18,350,2705,1,1,1,1
3128,732f45f,23/10/2019,22/03/2019,10000.0,6,1,89,808,1,1,1,1
3096,7337527,25/09/2019,22/11/2018,5000.0,8,10,32,0,1,1,16,3
2471,7343ce6,23/10/2019,12/11/2018,13000.0,1,3,1,17,1,1,1,1
2424,7348787,16/10/2019,11/10/2018,30000.0,4,4,98,478,1,1,9,3
2873,734eced,30/09/2019,08/06/2018,200000.0,4,4,9,141,1,1,6,2
3576,735119c,16/10/2019,18/03/2019,30000.0,64,6,1,29,1,1,1,1
3082,735349f,28/10/2019,06/12/2018,15000.0,17,20,3,77,1,1,3,2
943,735644e,25/10/2019,02/04/2018,15000.0,4,4,59,426,1,1,1,1
2573,736a52b,09/10/2019,15/02/2018,50000.0,1,3,2,9,1,1,2,1
2079,736c570,18/10/2019,17/01/2019,56000.0,14,2,32,128,1,1,16,3
3911,736ed62,21/10/2019,20/07/2018,15000.0,4,4,1,1404,1,1,1,1
1163,7374851,28/10/2019,05/06/2018,3002.0,3,1,22,732,1,3,1,1
3521,737ada0,07/10/2019,23/02/2018,,2,2,266,0,1,2,5,1
237,737afb0,16/09/2019,11/12/2018,6000.0,2,2,245,0,1,1,6,2
1064,738892e,07/10/2019,20/03/2018,15000.0,8,10,2,858,1,1,2,1
171,738d72a,11/10/2019,06/12/2017,73000.0,6,1,1,89,1,1,1,1
1638,7396f41,31/10/2019,04/04/2019,,28,8,199,2147,1,1,2,1
737,73994f1,16/10/2019,11/03/2019,25000.0,4,4,42,1,1,1,15,3
3660,73995a1,09/10/2019,27/07/2018,35000.0,42,1,105,369,1,1,2,1
3045,739f488,17/10/2019,02/07/2018,10000.0,5,9,114,170,1,1,1,1
2362,73a117c,20/09/2019,07/07/2017,35000.0,7,7,36,171,1,1,3,2
879,73a3d01,16/10/2019,28/03/2017,20000.0,4,4,4,4,1,1,7,4
2555,73b1f19,28/10/2019,23/08/2018,20000.0,14,2,184,523,1,1,1,1
3181,73b2375,25/09/2019,21/08/2018,40000.0,41,5,2,758,1,1,2,1
3333,73b2804,16/10/2019,27/03/2019,,4,4,6,21,1,1,8,3
1155,73b2900,25/10/2019,10/03/2019,20000.0,3,1,131,1,1,1,1,1
3402,73b3585,23/09/2019,28/07/2017,35000.0,13,13,36,1,1,1,3,2
1879,73b7ec1,30/10/2019,24/01/2019,5000.0,58,26,23,486,1,1,13,3
3481,73ccc9a,07/10/2019,06/12/2018,,7,7,10,884,1,1,11,3
3143,73cf889,30/10/2019,15/02/2019,10000.0,1,3,5,3176,1,2,5,1
3358,73d0ea0,30/10/2019,30/11/2018,12000.0,9,11,2,235,1,1,2,1
464,73d2a49,07/10/2019,10/03/2018,50000.0,1,3,8,201,1,1,10,4
4039,73d44f2,23/10/2019,21/03/2019,15000.0,8,10,9,854,1,1,6,2
1627,73d6bd8,31/10/2019,25/10/2018,30000.0,1,3,161,1322,1,1,5,1
2458,73d9571,31/10/2019,29/08/2017,2000.0,51,17,267,1,1,1,5,1
3863,73de922,16/10/2019,07/12/2018,40000.0,6,1,15,842,1,1,4,2
1070,73ec027,31/10/2019,24/07/2018,,2,2,81,355,1,1,12,1
1401,73f00dc,09/10/2019,07/02/2019,40000.0,3,1,29,1892,1,1,5,1
1649,73f55b3,26/09/2019,04/07/2018,27000.0,9,11,24,2569,1,1,1,1
2620,73ff7dc,16/10/2019,19/10/2017,,34,15,27,1,1,2,1,1
3182,7402b51,19/09/2019,26/10/2018,42000.0,31,4,84,68,1,1,8,3
3279,74259d9,07/10/2019,04/10/2018,27000.0,38,26,8,79,1,1,10,4
1322,74375ea,02/10/2019,22/02/2019,35000.0,16,14,14,1,1,1,3,2
695,746003b,25/09/2019,01/11/2017,60000.0,108,5,33,183,1,1,1,1
2670,7464223,21/10/2019,28/09/2018,4900.0,7,7,1,835,1,1,1,1
2223,7473a9f,28/10/2019,20/06/2018,10000.0,48,4,63,12,1,1,2,1
560,74746a9,16/10/2019,16/07/2018,100000.0,65,19,62,1,1,1,1,1
2569,74785d9,08/10/2019,09/02/2018,10000.0,8,10,343,1,1,1,15,3
2449,7479532,08/10/2019,27/11/2018,160000.0,6,1,4,60,1,1,7,4
2000,747c18d,07/10/2019,29/11/2018,21000.0,9,11,17,23,1,1,2,1
1704,748d394,11/10/2019,09/04/2018,12000.0,17,20,136,11,1,1,10,4
3022,749cb0d,21/10/2019,06/10/2018,170000.0,2,2,1,83,1,1,1,1
1647,74a930a,25/09/2019,01/03/2018,,23,25,105,633,1,1,2,1
2772,74b48e7,13/09/2019,05/10/2017,100000.0,3,1,159,1,1,1,1,1
2562,74ca2a4,02/09/2019,20/02/2018,30000.0,1,3,27,132,1,2,1,1
326,74cebea,24/10/2019,03/08/2018,10000.0,6,1,21,590,1,1,5,1
2217,74d2b2d,28/10/2019,30/07/2018,30000.0,26,18,412,0,1,1,1,1
1281,74d6ddc,21/10/2019,14/02/2019,10000.0,24,16,334,0,1,1,6,2
3280,74dfab9,28/10/2019,13/03/2019,15000.0,3,1,227,517,1,1,3,2
3060,74e40a6,28/10/2019,28/04/2017,,43,1,3,654,1,1,3,2
191,74e5df1,20/09/2019,14/12/2017,20000.0,4,4,441,0,1,1,9,3
2592,74f1e0e,28/10/2019,08/04/2019,7000.0,2,2,442,0,1,1,9,3
444,75069cb,11/09/2019,31/10/2018,26000.0,7,7,17,23,1,1,2,1
671,7517ae7,17/10/2019,24/11/2016,,114,19,76,350,1,1,3,2
3023,752250a,20/09/2019,12/01/2018,20000.0,7,7,183,1446,1,1,10,4
1325,7522aac,03/09/2019,11/10/2018,20000.0,16,14,8,592,1,1,10,4
2082,752a556,15/10/2019,14/03/2018,,7,7,508,18,1,1,5,1
2463,7530fa9,01/10/2019,22/03/2018,18000.0,4,4,1,425,1,1,1,1
2522,754a049,16/10/2019,27/11/2018,20000.0,20,23,57,1,1,1,6,2
2972,754f67e,07/10/2019,16/11/2018,15000.0,48,4,49,1,1,1,19,4
2886,755c777,16/10/2019,02/10/2018,130000.0,3,1,3,26,1,1,3,2
1470,7572cfb,08/10/2019,18/10/2018,65000.0,7,7,49,473,1,1,19,4
3317,757f59e,02/09/2019,29/09/2018,50000.0,30,8,9,134,1,1,6,2
3646,7590102,30/10/2019,15/10/2018,10000.0,10,12,1,1976,1,1,1,1
3439,759369e,20/09/2019,21/08/2017,,108,5,71,584,1,1,6,2
2761,7597f02,21/10/2019,11/03/2019,25000.0,8,10,79,692,1,1,6,2
1452,75a7b8e,24/10/2019,01/03/2019,10000.0,4,4,415,0,1,2,5,1
853,75aa204,26/09/2019,22/11/2018,100000.0,53,7,12,1531,1,1,1,1
1124,75abbf1,28/10/2019,27/02/2019,30000.0,2,2,113,2977,1,1,1,1
4100,75b0259,21/10/2019,14/05/2018,,147,6,65,1,1,2,1,1
2346,75b977b,28/10/2019,05/09/2018,8030.0,17,20,7,430,1,1,9,3
2117,75beee4,28/10/2019,25/04/2019,10000.0,1,3,34,1204,1,1,2,1
3512,75c2363,20/09/2019,09/11/2018,100000.0,2,2,25,462,1,1,1,1
1206,75c933f,28/10/2019,05/04/2019,9000.0,46,16,38,1,1,1,1,1
3063,75dbcb2,16/10/2019,10/07/2017,15000.0,24,16,848,0,1,1,4,2
3804,75ec112,21/10/2019,22/01/2019,50000.0,18,21,1,313,1,1,1,1
735,75f10fc,25/10/2019,28/11/2018,12000.0,1,3,42,260,1,1,15,3
2328,75f3704,20/09/2019,23/11/2018,43000.0,7,7,60,105,1,2,5,1
2341,760b8f9,01/10/2019,06/09/2018,20000.0,22,15,159,131,1,1,1,1
335,760d5fd,16/10/2019,17/07/2017,14000.0,99,6,114,1,1,1,1,1
2708,761a4ae,06/09/2019,31/10/2018,38000.0,15,5,5,1,1,2,5,1
2094,761aa54,16/10/2019,22/03/2019,25000.0,2,2,4,4,1,1,7,4
1047,761af95,30/09/2019,25/01/2019,8000.0,2,2,19,360,1,1,1,1
1312,76257a4,24/10/2019,11/12/2017,13000.0,4,4,2,209,1,1,2,1
1567,762800b,30/10/2019,16/10/2018,4600.0,1,3,117,783,1,1,1,1
2128,763941d,08/10/2019,30/01/2019,12000.0,1,3,29,241,1,1,5,1
3492,763eb56,13/09/2019,22/11/2018,21000.0,5,9,278,0,1,1,1,1
4023,7640609,18/09/2019,22/11/2017,30000.0,5,9,128,72,1,1,21,5
2242,764ab5f,03/09/2019,21/02/2018,30500.0,2,2,3,61,1,1,3,2
4044,764f648,15/10/2019,19/11/2015,,2,2,156,0,1,1,2,1
1529,764fe71,17/10/2019,15/03/2019,8000.0,1,3,14,646,1,1,3,2
1048,765ee8b,08/10/2019,10/01/2019,65700.0,20,23,151,2714,1,1,24,5
2114,766ede4,18/10/2019,26/03/2019,7100.0,1,3,81,0,1,1,12,1
982,7670a50,11/09/2019,15/02/2018,4000.0,50,5,84,845,1,1,8,3
461,76715d2,21/10/2019,06/04/2018,,24,16,99,1294,3,5,1,1
3119,7677739,16/10/2019,08/02/2019,16000.0,1,3,109,1,1,1,6,2
2676,767ff43,28/10/2019,05/02/2019,4000.0,2,2,178,0,1,1,14,3
1781,7681954,23/10/2019,23/05/2018,15000.0,4,4,191,1,1,1,16,3
1278,7691c26,16/09/2019,29/05/2017,10000.0,56,6,89,443,1,1,1,1
2145,7693ab1,28/10/2019,27/09/2017,,16,14,825,0,1,1,1,1
3442,769553e,16/09/2019,29/05/2018,,9,11,99,487,1,1,1,1
1964,7697a93,21/10/2019,22/02/2019,3000.0,3,1,47,44,1,1,3,2
407,769f21a,20/09/2019,04/03/2017,,94,6,70,1,1,1,1,1
2571,76a1ad6,04/09/2019,05/10/2018,25000.0,1,3,1,130,1,1,1,1
3534,76ac6ee,07/10/2019,17/04/2018,12000.0,45,7,1,24,1,1,1,1
2429,76b50b6,31/10/2019,05/01/2017,7000.0,121,16,142,2390,1,1,1,1
2475,76c36ca,25/09/2019,26/04/2018,,71,5,24,1167,1,1,1,1
3612,76cf112,20/09/2019,17/02/2018,,47,6,22,1,1,2,1,1
3758,76e2350,01/10/2019,15/02/2018,25000.0,21,24,78,145,1,1,8,3
2086,76edaaa,19/09/2019,04/10/2018,15000.0,18,21,47,111,1,1,3,2
3648,76efcaf,25/10/2019,27/02/2019,20000.0,4,4,104,1127,1,1,9,3
1756,7701da2,31/10/2019,28/03/2018,10000.0,1,3,175,1,1,1,4,2
1632,7704e9a,07/10/2019,28/01/2019,5000.0,37,6,1,710,1,1,1,1
322,771102b,16/10/2019,29/03/2019,,10,12,65,1424,1,2,1,1
3617,77197c8,30/10/2019,31/07/2018,7000.0,20,23,94,1040,1,1,3,2
316,773442f,08/10/2019,12/11/2018,15000.0,7,7,36,171,1,1,3,2
415,7743232,25/09/2019,08/03/2018,35000.0,18,21,19,1140,1,1,1,1
3159,774bc4c,11/10/2019,17/12/2018,80000.0,2,2,1,3101,1,1,1,1
2171,774f1ae,28/10/2019,30/01/2019,50000.0,3,1,2,329,1,1,2,1
4141,77575af,16/10/2019,24/05/2018,60000.0,58,26,1,64,1,1,1,1
2593,7759ffa,12/09/2019,05/12/2018,30000.0,2,2,58,2222,1,1,1,1
2984,775ae31,17/10/2019,07/03/2019,25000.0,3,1,140,2304,1,1,1,1
2153,776001c,30/09/2019,22/02/2018,20000.0,54,14,52,656,1,1,4,2
2665,7767933,21/10/2019,17/04/2018,51000.0,2,2,299,1,1,1,3,2
10,777b001,20/09/2019,18/08/2018,60000.0,31,4,64,1606,1,1,4,2
